taxonTypeCode,taxonID,acceptedTaxonID,scientificName,scientificNameAuthorship,taxonRank,vernacularName,taxonProtocolCategory,nameAccordingToID,nameAccordingToTitle,kingdom,subkingdom,infrakingdom,superdivision,division,subdivision,infradivision,parvdivision,superphylum,phylum,subphylum,infraphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,section,subsection,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,variety,subvariety,form,subform,race,stirp,morph,abberation,unspecified,speciesGroup,specificEpithet,infraspecificEpithet
FISH,NOTLEP,NOTLEP,Noturus leptacanthus,Jordan,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Ictaluridae,,,,Noturus,,Noturus leptacanthus,,,,,,,,,,,,leptacanthus,
FISH,NOTLEU,NOTLEU,Notropis leuciodus,(Cope),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis leuciodus,,,,,,,,,,,,leuciodus,
FISH,NOTLON,NOTLON,Notropis longirostris,(Hay),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis longirostris,,,,,,,,,,,,longirostris,
FISH,NOTLUT,NOTLUT,Notropis lutipinnis,(Jordan & Brayton),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis lutipinnis,,,,,,,,,,,,lutipinnis,
FISH,NOTMAC,NOTMAC,Notropis maculatus,(Hay),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis maculatus,,,,,,,,,,,,maculatus,
FISH,NOTMAY,NOTMAY,Noturus maydeni,Egge,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Ictaluridae,,,,Noturus,,Noturus maydeni,,,,,,,,,,,,maydeni,
FISH,NOTMEK,NOTMEK,Notropis mekistocholas,Snelson,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis mekistocholas,,,,,,,,,,,,mekistocholas,
FISH,NOTMEL,NOTMEL,Notropis melanostomus,Bortone,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis melanostomus,,,,,,,,,,,,melanostomus,
FISH,NOTMIC,NOTMIC,Nothonotus microlepidus,(Raney & Zorach),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Percidae,,,,Nothonotus,,Nothonotus microlepidus,,,,,,,,,,,,microlepidus,
FISH,NOTMIC1,NOTMIC1,Notropis micropteryx,(Cope),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis micropteryx,,,,,,,,,,,,micropteryx,
FISH,NOTMIU,NOTMIU,Noturus miurus,Jordan,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Ictaluridae,,,,Noturus,,Noturus miurus,,,,,,,,,,,,miurus,
FISH,NOTMUN,NOTMUN,Noturus munitus,Suttkus & Taylor,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Ictaluridae,,,,Noturus,,Noturus munitus,,,,,,,,,,,,munitus,
FISH,NOTNOC,NOTNOC,Noturus nocturnus,Jordan & Gilbert,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Ictaluridae,,,,Noturus,,Noturus nocturnus,,,,,,,,,,,,nocturnus,
FISH,NOTNUB,NOTNUB,Notropis nubilus,(Forbes),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis nubilus,,,,,,,,,,,,nubilus,
FISH,NOTORC,NOTORC,Notropis orca,Woolman,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis orca,,,,,,,,,,,,orca,
FISH,NOTORT,NOTORT,Notropis ortenburgeri,Hubbs,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis ortenburgeri,,,,,,,,,,,,ortenburgeri,
FISH,NOTOXY,NOTOXY,Notropis oxyrhynchus,Hubbs & Bonham,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis oxyrhynchus,,,,,,,,,,,,oxyrhynchus,
FISH,NOTOZA,NOTOZA,Notropis ozarcanus,Meek,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis ozarcanus,,,,,,,,,,,,ozarcanus,
FISH,NOTPER,NOTPER,Notropis percobromus,(Cope),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis percobromus,,,,,,,,,,,,percobromus,
FISH,NOTPER1,NOTPER1,Notropis perpallidus,Hubbs & Black,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis perpallidus,,,,,,,,,,,,perpallidus,
FISH,NOTPET,NOTPET,Notropis petersoni,Fowler,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis petersoni,,,,,,,,,,,,petersoni,
FISH,NOTPHA,NOTPHA,Noturus phaeus,Taylor,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Ictaluridae,,,,Noturus,,Noturus phaeus,,,,,,,,,,,,phaeus,
FISH,NOTPHO,NOTPHO,Notropis photogenis,(Cope),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis photogenis,,,,,,,,,,,,photogenis,
FISH,NOTPLA,NOTPLA,Noturus placidus,Taylor,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Ictaluridae,,,,Noturus,,Noturus placidus,,,,,,,,,,,,placidus,
FISH,NOTPOT,NOTPOT,Notropis potteri,Hubbs & Bonham,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis potteri,,,,,,,,,,,,potteri,
FISH,NOTPRO,NOTPRO,Notropis procne,(Cope),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis procne,,,,,,,,,,,,procne,
FISH,NOTRAB,NOTRAB,Noturus (Rabida) sp.,,subgenus,Chucky madtom,target,http://www.wildlife.state.nh.us/nongame/documents/species-special-concern.pdf (accessed 12/26/2016),"Wildlife Species of Special Concern, http://www.wildlife.state.nh.us/nongame/documents/species-special-concern.pdf  (accessed 12/26/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Ictaluridae,,,,Noturus,,,,,,,,,,,,,,sp.,
FISH,NOTRAB1,NOTRAB1,Noturus (Rabida) spp.,,subgenus,Chucky madtom,target,http://www.wildlife.state.nh.us/nongame/documents/species-special-concern.pdf (accessed 12/26/2016),"Wildlife Species of Special Concern, http://www.wildlife.state.nh.us/nongame/documents/species-special-concern.pdf  (accessed 12/26/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Ictaluridae,,,,Noturus,,,,,,,,,,,,,,spp.,
FISH,NOTRAF,NOTRAF,Notropis rafinesquei,Suttkus,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis rafinesquei,,,,,,,,,,,,rafinesquei,
FISH,NOTRUB,NOTRUB,Notropis rubellus,(Agassiz),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis rubellus,,,,,,,,,,,,rubellus,
FISH,NOTRUB1,NOTRUB1,Notropis rubricroceus,(Cope),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis rubricroceus,,,,,,,,,,,,rubricroceus,
FISH,NOTRUP,NOTRUP,Notropis rupestris,Page,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis rupestris,,,,,,,,,,,,rupestris,
FISH,NOTSAB,NOTSAB,Notropis sabinae,Jordan & Gilbert,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis sabinae,,,,,,,,,,,,sabinae,
FISH,NOTSAN,NOTSAN,Nothonotus sanguifluus,(Cope),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Percidae,,,,Nothonotus,,Nothonotus sanguifluus,,,,,,,,,,,,sanguifluus,
FISH,NOTSCA,NOTSCA,Notropis scabriceps,(Cope),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis scabriceps,,,,,,,,,,,,scabriceps,
FISH,NOTSCE,NOTSCE,Notropis scepticus,(Jordan & Gilbert),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis scepticus,,,,,,,,,,,,scepticus,
FISH,NOTSEM,NOTSEM,Notropis semperasper,Gilbert,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis semperasper,,,,,,,,,,,,semperasper,
FISH,NOTSHU,NOTSHU,Notropis shumardi,(Girard),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis shumardi,,,,,,,,,,,,shumardi,
FISH,NOTSIM,NOTSIM,Notropis simus,(Cope),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis simus,,,,,,,,,,,,simus,
FISH,NOTSIM1,NOTSIM1,Notropis simus pecosensis,Gilbert and Chernoff,subspecies,Pecos Bluntnose Shiner,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=201913 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=201913, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis simus,pecosensis,,,,,,,,,,,simus,pecosensis
FISH,NOTSP,NOTSP,Notropis sp.,Rafinesque,genus,Palezone Shiner,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163399 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163399, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,,,,,,,,,,,,,sp.,
FISH,NOTSP1,NOTSP1,Notemigonus sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163367 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163367, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notemigonus,,,,,,,,,,,,,,sp.,
FISH,NOTSP2,NOTSP2,Nothonotus sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161087 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161087, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Percidae,,,,Nothonotus,,,,,,,,,,,,,,sp.,
FISH,NOTSP3,NOTSP3,Noturus sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=164002 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=164002, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Ictaluridae,,,,Noturus,,,,,,,,,,,,,,sp.,
FISH,NOTSPE,NOTSPE,Notropis spectrunculus,(Cope),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis spectrunculus,,,,,,,,,,,,spectrunculus,
FISH,NOTSPP,NOTSPP,Notropis spp.,Rafinesque,genus,Palezone Shiner,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163399 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163399, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,,,,,,,,,,,,,spp.,
FISH,NOTSPP1,NOTSPP1,Notemigonus spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163367 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163367, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notemigonus,,,,,,,,,,,,,,spp.,
FISH,NOTSPP2,NOTSPP2,Nothonotus spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161087 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161087, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Percidae,,,,Nothonotus,,,,,,,,,,,,,,spp.,
FISH,NOTSPP3,NOTSPP3,Noturus spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=164002 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=164002, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Ictaluridae,,,,Noturus,,,,,,,,,,,,,,spp.,
FISH,NOTSTA,NOTSTA,Nothonotus starnesi,Keck & Near,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Percidae,,,,Nothonotus,,Nothonotus starnesi,,,,,,,,,,,,starnesi,
FISH,NOTSTA1,NOTSTA1,Noturus stanauli,Etnier & Jenkins,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Ictaluridae,,,,Noturus,,Noturus stanauli,,,,,,,,,,,,stanauli,
FISH,NOTSTI,NOTSTI,Notropis stilbius,Jordan,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis stilbius,,,,,,,,,,,,stilbius,
FISH,NOTSTI1,NOTSTI1,Noturus stigmosus,Taylor,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Ictaluridae,,,,Noturus,,Noturus stigmosus,,,,,,,,,,,,stigmosus,
FISH,NOTSTR,NOTSTR,Notropis stramineus,(Cope),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis stramineus,,,,,,,,,,,,stramineus,
FISH,NOTSUT,NOTSUT,Notropis suttkusi,Humphries & Cashner,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis suttkusi,,,,,,,,,,,,suttkusi,
FISH,NOTTAY,NOTTAY,Noturus taylori,Douglas,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Ictaluridae,,,,Noturus,,Noturus taylori,,,,,,,,,,,,taylori,
FISH,NOTTEL,NOTTEL,Notropis telescopus,(Cope),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis telescopus,,,,,,,,,,,,telescopus,
FISH,NOTTEX,NOTTEX,Notropis texanus,(Girard),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis texanus,,,,,,,,,,,,texanus,
FISH,NOTTOP,NOTTOP,Notropis topeka,(Gilbert),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis topeka,,,,,,,,,,,,topeka,
FISH,NOTTRA,NOTTRA,Noturus trautmani,Taylor,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Ictaluridae,,,,Noturus,,Noturus trautmani,,,,,,,,,,,,trautmani,
FISH,NOTTRI,NOTTOP,Notropis tristis,(Girard),species,,target,http://www.gbif.org (accessed 08/31/2017),The Global Biodiversity Information Facility http://www.gbif.org accessed Aug 31 2017,Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis tristis,,,,,,,,,,,,tristis,
FISH,NOTURA,NOTURA,Notropis uranoscopus,Suttkus,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis uranoscopus,,,,,,,,,,,,uranoscopus,
FISH,NOTVOL,NOTVOL,Notropis volucellus,(Cope),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis volucellus,,,,,,,,,,,,volucellus,
FISH,NOTWIC,NOTWIC,Notropis wickliffi,Trautman,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis wickliffi,,,,,,,,,,,,wickliffi,
FISH,NOTXAE,NOTXAE,Notropis xaenocephalus,(Jordan),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Notropis,,Notropis xaenocephalus,,,,,,,,,,,,xaenocephalus,
